C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_45_349.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_45_349.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_45_349.jpg, 0, 0, 0, 7.795657E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_45_465.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_45_465.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_45_465.jpg, 0, 0, 0, 7.832475E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_45_580.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_45_580.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_45_580.jpg, 0, 0, 0, 7.79164E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_45_692.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_45_692.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_45_692.jpg, 0, 0, 0, 7.798636E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_45_793.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_45_793.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_45_793.jpg, 0, 0, 0, 7.787237E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_45_905.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_45_905.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_45_905.jpg, 0, 0, 0, 7.79176E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_005.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_005.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_005.jpg, 0, 0, 0, 7.90263E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_116.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_116.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_116.jpg, 0, 0, 0, 7.787684E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_230.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_230.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_230.jpg, 0, 0, 0, 7.783256E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_343.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_343.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_343.jpg, 0, 0, 0, 7.792019E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_458.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_458.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_458.jpg, 0, 0, 0, 7.976341E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_569.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_569.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_569.jpg, 0, 0, 0, 8.00665E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_676.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_676.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_676.jpg, 0, 0, 0, 8.07616E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_790.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_790.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_790.jpg, 0, 0, 0, 7.919759E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_46_892.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_46_892.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_46_892.jpg, 0, 0, 0, 8.039813E-05
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_004.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_004.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_004.jpg, 0, 0.3365154, 0, 0.3632586
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_111.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_111.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_111.jpg, 0, 0.6579828, 0, 0.9929728
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_228.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_228.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_228.jpg, 0, 1, 0, 2.178236
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_332.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_332.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_332.jpg, 0, 1, 0, 3.319568
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_433.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_433.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_433.jpg, -0.3020754, 1, 0, 4.474902
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_552.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_552.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_552.jpg, -0.2850471, 1, 0, 5.84351
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_658.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_658.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_658.jpg, 0, 1, 0, 7.21171
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_762.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_762.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_762.jpg, 0, 1, 0, 8.345556
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_873.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_873.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_873.jpg, 0, 1, 0, 9.469109
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_47_980.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_47_980.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_47_980.jpg, 0, 1, 0, 10.80285
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_48_089.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_48_089.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_48_089.jpg, -0.1574994, 1, 0, 12.01137
C:\Users\Novus\Downloads\Data\IMG\center_2023_01_24_13_32_48_197.jpg, C:\Users\Novus\Downloads\Data\IMG\left_2023_01_24_13_32_48_197.jpg, C:\Users\Novus\Downloads\Data\IMG\right_2023_01_24_13_32_48_197.jpg, -0.4809825, 1, 0, 13.23615
